implementation,dataset,n_neighbours,weights,distance_metric,dataset_load_time_sec,cv_time_sec,fit_time_sec,test_time_sec,fit_ram_mb,cv_macro_f1_mean,cv_macro_f1_std,cv_macro_recall_mean,cv_macro_recall_std,cv_macro_sensitivity_mean,cv_macro_sensitivity_std,cv_macro_roc_auc_mean,cv_macro_roc_auc_std,cv_cross_entropy_mean,cv_cross_entropy_std,cv_brier_mean,cv_brier_std,cv_ece_mean,cv_ece_std,test_macro_f1,test_macro_recall,test_macro_sensitivity,test_macro_roc_auc,test_cross_entropy,test_brier,test_ece
sklearn,agaricus-lepiota.data,17,distance,euclidean,0.050815582275390625,0.2449185848236084,0.002008199691772461,0.0673220157623291,-0.0078125,0.9987672211761446,0.0017296763605784186,0.9987238281588358,0.0017901986717700528,0.9987238281588358,0.0017901986717700528,1.0,0.0,0.005245355755918775,0.002222072047464132,0.0029329593080535603,0.0018848218398813301,0.0032098375506646694,0.0005248401817695977,0.9999999999994987,0.9999999999999987,0.9999999999999987,1.0,0.003394699024966558,0.001645255484008738,0.0028403365919218377
sklearn,agaricus-lepiota.data,17,distance,manhattan,0.050815582275390625,0.6634848117828369,0.0,0.1921844482421875,0.0,0.9996918876380304,0.000616224722935943,0.9996810207336507,0.0006379585326953929,0.9996810207336507,0.0006379585326953929,1.0,0.0,0.0010775011374910637,0.0008286295430285889,0.0004818927279738737,0.000615275469043163,0.000747103872382049,0.00032400929709764563,0.9999999999994987,0.9999999999999987,0.9999999999999987,1.0,0.0008579206752712872,0.0002741195796362472,0.0007776511998851396
sklearn,agaricus-lepiota.data,19,uniform,euclidean,0.050815582275390625,0.5082693099975586,0.0,0.12795424461364746,-0.00390625,0.9963013473320442,0.0022547733988645528,0.9961932526044602,0.002338743857488297,0.9961932526044602,0.002338743857488297,0.9999850675550656,1.0398487463443337e-05,0.009260174815391615,0.0029488857841306324,0.005891192343042157,0.002509990992914511,0.003911448544972356,0.0008087981256025547,0.997534756145162,0.9974457215836514,0.9974457215836514,0.9999726977366423,0.007958541617571499,0.00513104623907948,0.003465587044534428
sklearn,agaricus-lepiota.data,19,uniform,manhattan,0.050815582275390625,0.8339524269104004,0.00724339485168457,0.18308353424072266,0.0,0.99922963866761,0.0011934526460793305,0.9992022970583573,0.0012354014914344631,0.9992022970583573,0.0012354014914344631,0.9999985779693457,2.2978951672469495e-06,0.0025622419124446943,0.001798486467070729,0.0013970234278462001,0.001363253179656527,0.0013523700884828477,0.0007065518487171524,0.9981511547597917,0.9980842911877382,0.9980842911877382,0.9999984832075912,0.003138126312727811,0.002014915832090347,0.0009392712550607772
sklearn,agaricus-lepiota.data,19,distance,euclidean,0.050815582275390625,0.22990846633911133,0.005631923675537109,0.05650973320007324,0.0,0.9986131561405525,0.0016452562798900097,0.99856408374989,0.0017026925019525874,0.99856408374989,0.0017026925019525874,0.9999985781013386,1.8958648817068993e-06,0.006004956419363149,0.0021047179100031304,0.003372858049326932,0.001844318804380895,0.0035964341643154756,0.0005469864113162285,0.9993837752765629,0.999361430395912,0.999361430395912,1.0,0.004113186039734133,0.0020813598456634326,0.002748298500880793
sklearn,agaricus-lepiota.data,19,distance,manhattan,0.050815582275390625,0.5962817668914795,0.0016138553619384766,0.16351056098937988,-0.00390625,0.9996918876380304,0.000616224722935943,0.9996810207336507,0.0006379585326953929,0.9996810207336507,0.0006379585326953929,1.0,0.0,0.0012590744632246763,0.0009164735575542542,0.0005554442465682394,0.0006848602106988142,0.0008857998518190548,0.00035199311633655,0.9999999999994987,0.9999999999999987,0.9999999999999987,1.0,0.0009324685499397999,0.0003119260295510681,0.0008399129337160592
sklearn,agaricus-lepiota.data,21,uniform,euclidean,0.050815582275390625,0.42627406120300293,0.0,0.10878849029541016,0.0,0.9953761270057818,0.0028008796161068084,0.9952358052538735,0.0029055909343601413,0.9952358052538735,0.0029055909343601413,0.9999727405156686,1.9308049724229873e-05,0.010361033866791977,0.0030686360943456914,0.006620050282207986,0.002595880715338831,0.00411035256762739,0.0011331643074196402,0.9956851899402823,0.9955300127713909,0.9955300127713909,0.9999651137745985,0.008969138223519251,0.005930577359148788,0.0017875457875456942
sklearn,agaricus-lepiota.data,21,uniform,manhattan,0.050815582275390625,0.6740248203277588,0.0,0.17239737510681152,0.0,0.99922963866761,0.0011934526460793305,0.9992022970583573,0.0012354014914344631,0.9992022970583573,0.0012354014914344631,0.9999985779693457,2.2978951672492407e-06,0.0029409026701741605,0.001828118568182304,0.0015692243775384655,0.0014065339868868938,0.0015313272819046147,0.00039260572706802306,0.9981511547597917,0.9980842911877382,0.9980842911877382,0.9999977248113868,0.0035458190659183614,0.0022689691261119833,0.0011428571428570952
sklearn,agaricus-lepiota.data,21,distance,euclidean,0.050815582275390625,0.23241853713989258,0.0,0.05123496055603027,-0.00390625,0.9983050437790846,0.0014939858309035796,0.9982451044835423,0.0015459941208335307,0.9982451044835423,0.0015459941208335307,0.9999976301688978,2.9976255810246388e-06,0.00677716618471051,0.0021694024091536267,0.003833555769419016,0.001921264405564547,0.0038940846489981086,0.0004192296688027923,0.9987674940000386,0.998722860791825,0.998722860791825,1.0,0.0047040475749091605,0.002453939141694636,0.002686428433458801
sklearn,agaricus-lepiota.data,21,distance,manhattan,0.050815582275390625,0.5700891017913818,0.0,0.1901857852935791,-0.00390625,0.9993837037032021,0.001232592592592585,0.999362041467303,0.0012759170653907858,0.999362041467303,0.0012759170653907858,1.0,0.0,0.0014603808839702504,0.0009556265020060826,0.0006426406568740357,0.0007518962893592571,0.0012169937447408506,0.0006354677572870481,0.9999999999994987,0.9999999999999987,0.9999999999999987,1.0,0.0010973890331062199,0.0003803948634107246,0.0009828518886915646
