implementation,dataset,n_neighbours,weights,distance_metric,dataset_load_time_sec,cv_time_sec,fit_time_sec,test_time_sec,fit_ram_mb,cv_macro_f1_mean,Column1,cv_macro_recall_mean,Column2,cv_macro_sensitivity_mean,Column3,cv_macro_roc_auc_mean,Column4,cv_cross_entropy_mean,Column5,cv_brier_mean,Column6,cv_ece_mean,Column7,test_macro_f1,test_macro_recall,test_macro_sensitivity,test_macro_roc_auc,test_cross_entropy,test_brier,test_ece
sklearn,digits,9,distance,euclidean,0.013032436,0.074519157,0.001083136,0.014427662,0,0.972148667,,0.972088305,,0.972088305,,0.998438794,,0.156741047,,0.054480609,,0.037657429,,0.966264035,0.966419991,0.966419991,0.99648042,0.23762198,0.054755457,0.026634599
sklearn,digits,9,distance,manhattan,0.013032436,0.14993763,0,0.038555861,0,0.965705919,,0.965705346,,0.965705346,,0.998147028,,0.169902789,,0.053571912,,0.031884905,,0.971856461,0.971821107,0.971821107,0.996417017,0.229289236,0.051637947,0.032150063
sklearn,digits,11,uniform,euclidean,0.013032436,0.13146162,0.001596928,0.032043219,0.06640625,0.965013722,,0.965068601,,0.965068601,,0.998143934,,0.176531913,,0.064842478,,0.046810659,,0.963563229,0.963642214,0.963642214,0.996216318,0.25379095,0.061753903,0.030808081
sklearn,digits,11,uniform,manhattan,0.013032436,0.23154068,0.001003981,0.05062604,0,0.96431971,,0.964301587,,0.964301587,,0.998229945,,0.174507353,,0.063716553,,0.044536172,,0.968973296,0.969043329,0.969043329,0.996386575,0.243332244,0.057759412,0.031313131
sklearn,digits,11,distance,euclidean,0.013032436,0.072562695,0,0.015582085,0.00390625,0.967147294,,0.967186827,,0.967186827,,0.998351735,,0.168489647,,0.059735803,,0.043883047,,0.966302419,0.966344916,0.966344916,0.996346117,0.248543864,0.058684761,0.027894303
sklearn,digits,11,distance,manhattan,0.013032436,0.152212858,0.000981808,0.03723979,0.00390625,0.967867766,,0.967823755,,0.967823755,,0.998385058,,0.166128078,,0.058565249,,0.040516551,,0.968973296,0.969043329,0.969043329,0.996425167,0.237694273,0.054261444,0.02775987
sklearn,digits,13,uniform,euclidean,0.013032436,0.120619059,0,0.023778677,0.00390625,0.963533574,,0.963613574,,0.963613574,,0.998363138,,0.174069374,,0.071572177,,0.054225483,,0.969343643,0.969277134,0.969277134,0.996021674,0.265262051,0.066798159,0.043589744
sklearn,digits,13,uniform,manhattan,0.013032436,0.23368907,0.001003504,0.053499699,0.04296875,0.962261363,,0.962135742,,0.962135742,,0.99812771,,0.187409901,,0.068890155,,0.049305928,,0.966691042,0.966186186,0.966186186,0.997791964,0.182767591,0.060683761,0.035683761
sklearn,digits,13,distance,euclidean,0.013032436,0.077453613,0,0.016560793,0.00390625,0.965709156,,0.96570717,,0.96570717,,0.998607796,,0.164631945,,0.065589423,,0.052978946,,0.969343643,0.969277134,0.969277134,0.996220823,0.258218361,0.062662684,0.038856667
sklearn,digits,13,distance,manhattan,0.013032436,0.16122961,0.001000404,0.041231632,0.00390625,0.965754215,,0.96570717,,0.96570717,,0.998336897,,0.177550568,,0.062954198,,0.046876129,,0.969279558,0.969043329,0.969043329,0.997895831,0.176173029,0.056655755,0.033319732
sklearn,digits,15,uniform,euclidean,0.013032436,0.124520302,0.001548767,0.029119015,0,0.957249405,,0.957405036,,0.957405036,,0.998130663,,0.188800893,,0.078275412,,0.057101561,,0.955080181,0.955070785,0.955070785,0.997073805,0.212573573,0.075061728,0.041666667
sklearn,digits,15,uniform,manhattan,0.013032436,0.245733976,0.000532627,0.059718847,0,0.959332333,,0.959278416,,0.959278416,,0.998339778,,0.183905605,,0.075830989,,0.056095141,,0.963807878,0.963408408,0.963408408,0.997609842,0.19792268,0.067160494,0.042962963
sklearn,digits,15,distance,euclidean,0.013032436,0.085468292,0.001004934,0.017102957,-0.00390625,0.963601296,,0.963636563,,0.963636563,,0.99841023,,0.177779476,,0.071422143,,0.057736119,,0.960548223,0.960705706,0.960705706,0.997187111,0.204069598,0.069575744,0.039482572
sklearn,digits,15,distance,manhattan,0.013032436,0.173471689,0.001082182,0.046569586,0.03125,0.96286623,,0.962798942,,0.962798942,,0.998549233,,0.172651455,,0.069012901,,0.052749952,,0.963807878,0.963408408,0.963408408,0.997743607,0.189460815,0.06185245,0.037912963
sklearn,digits,17,uniform,euclidean,0.013032436,0.149365664,0.00101161,0.032132387,0,0.957298228,,0.957355774,,0.957355774,,0.998304816,,0.184135075,,0.083475466,,0.068932614,,0.946864113,0.946737452,0.946737452,0.997125451,0.22501789,0.083121876,0.043954248
sklearn,digits,17,uniform,manhattan,0.013032436,0.26182723,0,0.052280426,0,0.949311363,,0.94945083,,0.94945083,,0.998171372,,0.197901182,,0.081989773,,0.060836123,,0.960923806,0.960630631,0.960630631,0.997379047,0.209123314,0.072702807,0.047385621
sklearn,digits,17,distance,euclidean,0.013032436,0.078757048,0.001012087,0.016133785,0,0.964304199,,0.964326218,,0.964326218,,0.998590591,,0.172086187,,0.076062848,,0.066970461,,0.955199956,0.95515015,0.95515015,0.997306702,0.215112408,0.076531492,0.046216251
sklearn,digits,17,distance,manhattan,0.013032436,0.159053326,0.000990629,0.036528826,0,0.959356209,,0.959204525,,0.959204525,,0.998431908,,0.184979583,,0.074238767,,0.059878219,,0.963788736,0.963408408,0.963408408,0.99760446,0.199439622,0.066615116,0.044329142
sklearn,digits,19,uniform,euclidean,0.013032436,0.138254881,0.001000166,0.032840729,0.03125,0.950193757,,0.950258529,,0.950258529,,0.998072971,,0.197820439,,0.089963797,,0.070170599,,0.935812566,0.935546976,0.935546976,0.997007641,0.235330006,0.088011696,0.05248538
sklearn,digits,19,uniform,manhattan,0.013032436,0.233258009,0,0.053147316,0.00390625,0.944671021,,0.944596971,,0.944596971,,0.998014359,,0.208604282,,0.086894198,,0.065238936,,0.95776597,0.957694123,0.957694123,0.997423342,0.219228585,0.076839027,0.054385965
sklearn,digits,19,distance,euclidean,0.013032436,0.099808455,0.001505136,0.020232201,0,0.958593412,,0.958634738,,0.958634738,,0.998448253,,0.184524469,,0.081875641,,0.071911945,,0.949674369,0.94951523,0.94951523,0.997253302,0.224350575,0.080899621,0.045927389
sklearn,digits,19,distance,manhattan,0.013032436,0.168658018,0,0.041413784,0,0.955906849,,0.955803868,,0.955803868,,0.99831606,,0.194629184,,0.078562215,,0.063984282,,0.963788736,0.963408408,0.963408408,0.997587882,0.208209604,0.070042288,0.053041567
sklearn,digits,21,uniform,euclidean,0.013032436,0.133551359,0.000999928,0.032465219,-0.00390625,0.947462463,,0.947554461,,0.947554461,,0.998262083,,0.190136624,,0.093328292,,0.074651568,,0.935812566,0.935546976,0.935546976,0.996700328,0.248724243,0.095389267,0.057142857
sklearn,digits,21,uniform,manhattan,0.013032436,0.320968866,0,0.063904762,0.0625,0.945508582,,0.945261996,,0.945261996,,0.997860475,,0.220155755,,0.091803419,,0.067832601,,0.949107261,0.949281424,0.949281424,0.997198032,0.231575823,0.083572688,0.05489418
sklearn,digits,21,distance,euclidean,0.013032436,0.092770815,0.001000404,0.018539429,-0.00390625,0.957911534,,0.957997811,,0.957997811,,0.998674628,,0.176261659,,0.085009885,,0.075392582,,0.94691445,0.946737452,0.946737452,0.99707985,0.236303972,0.08721647,0.053310908
sklearn,digits,21,distance,manhattan,0.013032436,0.178394794,0.000919819,0.043656111,-0.00390625,0.95170942,,0.951542784,,0.951542784,,0.99822497,,0.204948006,,0.082857256,,0.066111898,,0.957840998,0.957694123,0.957694123,0.997388395,0.219097305,0.075759421,0.052800422
sklearn,breast_cancer,3,uniform,euclidean,0.009228468,0.067473173,0.000999928,0.014027596,0,0.959626069,,0.954747162,,0.954747162,,0.982765738,,0.36023708,,0.060561661,,0.017582418,,0.980955563,0.976190476,0.976190476,0.983465608,0.308921712,0.056530214,0.049707602
sklearn,breast_cancer,3,uniform,manhattan,0.009228468,0.035591364,0,0.007511377,0,0.969287887,,0.966511868,,0.966511868,,0.979669763,,0.463640394,,0.055677656,,0.030769231,,0.961911126,0.95734127,0.95734127,0.971395503,0.536039059,0.068226121,0.032163743
sklearn,breast_cancer,3,distance,euclidean,0.009228468,0.055990934,0.001003981,0.009697437,0,0.959626069,,0.954747162,,0.954747162,,0.983539732,,0.359018576,,0.059481638,,0.022785861,,0.980955563,0.976190476,0.976190476,0.983134921,0.31002555,0.057634722,0.050120936
sklearn,breast_cancer,3,distance,manhattan,0.009228468,0.063349485,0.001000166,0.011600256,0,0.969287887,,0.966511868,,0.966511868,,0.980185759,,0.462619169,,0.054788945,,0.033584703,,0.961911126,0.95734127,0.95734127,0.971560847,0.536825849,0.068947619,0.032685572
sklearn,breast_cancer,5,uniform,euclidean,0.009228468,0.081982374,0,0.018549442,0,0.957305082,,0.952992776,,0.952992776,,0.987874097,,0.254761529,,0.060131868,,0.02021978,,0.952638139,0.950396825,0.950396825,0.978835979,0.33350605,0.075087719,0.029824561
sklearn,breast_cancer,5,uniform,manhattan,0.009228468,0.04974246,0.00100255,0.009526014,0,0.959751956,,0.955933953,,0.955933953,,0.986996904,,0.305872749,,0.058373626,,0.027252747,,0.961911126,0.95734127,0.95734127,0.980489418,0.311667544,0.061754386,0.01754386
sklearn,breast_cancer,5,distance,euclidean,0.009228468,0.072294235,0.000524044,0.012557745,0,0.957305082,,0.952992776,,0.952992776,,0.988906089,,0.252551918,,0.058608739,,0.031582664,,0.952638139,0.950396825,0.950396825,0.979497354,0.331798864,0.073755961,0.041590569
sklearn,breast_cancer,5,distance,manhattan,0.009228468,0.077987909,0,0.012080431,0,0.959751956,,0.955933953,,0.955933953,,0.987719298,,0.303197523,,0.056156059,,0.034364129,,0.961911126,0.95734127,0.95734127,0.980654762,0.311727426,0.061768572,0.018891621
sklearn,breast_cancer,7,uniform,euclidean,0.009228468,0.070193052,0.00100112,0.01506114,0,0.957241201,,0.952992776,,0.952992776,,0.987874097,,0.261200762,,0.060461987,,0.033281005,,0.9712774,0.964285714,0.964285714,0.988425926,0.107417412,0.063730755,0.035087719
sklearn,breast_cancer,7,uniform,manhattan,0.009228468,0.038217068,0,0.007517099,0,0.964477754,,0.960629515,,0.960629515,,0.98869969,,0.252477397,,0.056425207,,0.03610675,,0.9712774,0.964285714,0.964285714,0.982142857,0.311529522,0.056569996,0.042606516
sklearn,breast_cancer,7,distance,euclidean,0.009228468,0.054121971,0.001005888,0.010514975,0,0.957241201,,0.952992776,,0.952992776,,0.989060888,,0.258875563,,0.058873501,,0.039818654,,0.9712774,0.964285714,0.964285714,0.988425926,0.10676406,0.06352159,0.03331721
sklearn,breast_cancer,7,distance,manhattan,0.009228468,0.062278032,0,0.011383057,0,0.964477754,,0.960629515,,0.960629515,,0.989009288,,0.249808059,,0.054414447,,0.038320811,,0.9712774,0.964285714,0.964285714,0.981812169,0.311013632,0.056416136,0.042282816
sklearn,breast_cancer,9,uniform,euclidean,0.009228468,0.068776608,0,0.014066219,0,0.964440212,,0.960629515,,0.960629515,,0.992930857,,0.150076729,,0.056111789,,0.04004884,,0.9712774,0.964285714,0.964285714,0.994378307,0.096510401,0.054580897,0.038986355
sklearn,breast_cancer,9,uniform,manhattan,0.009228468,0.038195372,0.001000643,0.007560492,0,0.957258905,,0.952992776,,0.952992776,,0.989473684,,0.202757112,,0.057359924,,0.037851038,,0.9712774,0.964285714,0.964285714,0.981316138,0.319107749,0.061728395,0.043859649
sklearn,breast_cancer,9,distance,euclidean,0.009228468,0.054255247,0.000998497,0.008308172,0,0.964440212,,0.960629515,,0.960629515,,0.993188854,,0.148393045,,0.055018112,,0.037659212,,0.9712774,0.964285714,0.964285714,0.993386243,0.095937198,0.054629397,0.037056799
sklearn,breast_cancer,9,distance,manhattan,0.009228468,0.061352015,0.001030684,0.012037754,0,0.957258905,,0.952992776,,0.952992776,,0.989886481,,0.200181099,,0.055397775,,0.036884553,,0.9712774,0.964285714,0.964285714,0.981481481,0.317708578,0.060816398,0.045601809
sklearn,breast_cancer,11,uniform,euclidean,0.009228468,0.06873703,0,0.014549017,0,0.956943132,,0.950619195,,0.950619195,,0.992569659,,0.155314023,,0.058632277,,0.036763237,,0.9712774,0.964285714,0.964285714,0.991071429,0.106150169,0.061910976,0.040669856
sklearn,breast_cancer,11,uniform,manhattan,0.009228468,0.035776854,0,0.006990671,0,0.959706935,,0.955933953,,0.955933953,,0.989164087,,0.204872475,,0.057288166,,0.030569431,,0.9712774,0.964285714,0.964285714,0.990906085,0.099812468,0.060026098,0.031897927
sklearn,breast_cancer,11,distance,euclidean,0.009228468,0.0546875,0.001023054,0.01149559,0,0.956943132,,0.950619195,,0.950619195,,0.992930857,,0.152967996,,0.056979806,,0.035864596,,0.9712774,0.964285714,0.964285714,0.991732804,0.104920438,0.061138743,0.038942208
sklearn,breast_cancer,11,distance,manhattan,0.009228468,0.065279961,0,0.015625715,0,0.959706935,,0.955933953,,0.955933953,,0.989628483,,0.202290741,,0.055506658,,0.030847329,,0.9712774,0.964285714,0.964285714,0.989087302,0.09873204,0.058961562,0.032584485
sklearn,breast_cancer,13,uniform,euclidean,0.009228468,0.074103832,0,0.014091492,0,0.954654154,,0.948864809,,0.948864809,,0.99251806,,0.158270163,,0.06060212,,0.04057481,,0.9712774,0.964285714,0.964285714,0.993220899,0.102080892,0.058444929,0.043859649
sklearn,breast_cancer,13,uniform,manhattan,0.009228468,0.041105986,0,0.009014368,0,0.954584556,,0.948864809,,0.948864809,,0.988596491,,0.210545198,,0.061018272,,0.031445478,,0.961911126,0.95734127,0.95734127,0.993055556,0.099508272,0.060417315,0.036437247
sklearn,breast_cancer,13,distance,euclidean,0.009228468,0.08080411,0.000999212,0.013964653,0,0.954654154,,0.948864809,,0.948864809,,0.992776058,,0.155608016,,0.058724551,,0.039217813,,0.9712774,0.964285714,0.964285714,0.992724868,0.101042871,0.057808893,0.054988736
sklearn,breast_cancer,13,distance,manhattan,0.009228468,0.078024387,0.001502991,0.01152873,0,0.95707337,,0.951805986,,0.951805986,,0.989267286,,0.207363725,,0.058775631,,0.031474247,,0.961911126,0.95734127,0.95734127,0.993055556,0.097517651,0.058809878,0.031699614
sklearn,breast_cancer,15,uniform,euclidean,0.009228468,0.073730707,0,0.017045975,0,0.956980135,,0.950619195,,0.950619195,,0.991640867,,0.162707744,,0.063042735,,0.038827839,,0.9712774,0.964285714,0.964285714,0.992724868,0.105308068,0.060506823,0.05380117
sklearn,breast_cancer,15,uniform,manhattan,0.009228468,0.037088871,0.001010895,0.007997513,0,0.954682625,,0.948864809,,0.948864809,,0.987977296,,0.21456047,,0.062417582,,0.036483516,,0.952129,0.945436508,0.945436508,0.993386243,0.102398789,0.060974659,0.022222222
sklearn,breast_cancer,15,distance,euclidean,0.009228468,0.056138754,0.000999689,0.010087252,0,0.956980135,,0.950619195,,0.950619195,,0.992569659,,0.159672913,,0.060873628,,0.037840194,,0.9712774,0.964285714,0.964285714,0.992724868,0.103929201,0.059524949,0.052527537
sklearn,breast_cancer,15,distance,manhattan,0.009228468,0.066019773,0,0.012511253,0,0.954682625,,0.948864809,,0.948864809,,0.98875129,,0.211015102,,0.060052,,0.038969371,,0.961911126,0.95734127,0.95734127,0.993055556,0.099943207,0.059193584,0.028998535
sklearn,breast_cancer,17,uniform,euclidean,0.009228468,0.072845459,0,0.016806841,0,0.954557561,,0.947678019,,0.947678019,,0.991021672,,0.166542284,,0.065082323,,0.042792502,,0.980955563,0.976190476,0.976190476,0.992890212,0.105351836,0.059794816,0.055211558
sklearn,breast_cancer,17,uniform,manhattan,0.009228468,0.037670612,0,0.007635355,0,0.952021434,,0.944736842,,0.944736842,,0.990196078,,0.165185405,,0.064641241,,0.041628959,,0.942866689,0.938492063,0.938492063,0.992724868,0.107008853,0.064590542,0.040247678
sklearn,breast_cancer,17,distance,euclidean,0.009228468,0.058219194,0.001000166,0.010792494,0,0.956980135,,0.950619195,,0.950619195,,0.992105263,,0.163134304,,0.062697486,,0.036724945,,0.980955563,0.976190476,0.976190476,0.99239418,0.103970736,0.058800836,0.053729984
sklearn,breast_cancer,17,distance,manhattan,0.009228468,0.063113451,0,0.012028217,0,0.954519792,,0.947678019,,0.947678019,,0.991124871,,0.161381177,,0.06200287,,0.038113898,,0.942866689,0.938492063,0.938492063,0.99239418,0.104234472,0.06246948,0.050044506
sklearn,breast_cancer,19,uniform,euclidean,0.009228468,0.071873188,0,0.015938997,0,0.954557561,,0.947678019,,0.947678019,,0.990918473,,0.16748943,,0.06505738,,0.047079237,,0.9712774,0.964285714,0.964285714,0.991402116,0.111133005,0.063323128,0.058633426
sklearn,breast_cancer,19,uniform,manhattan,0.009228468,0.038602352,0,0.008553028,0,0.947206521,,0.938854489,,0.938854489,,0.989731682,,0.168852601,,0.066786399,,0.041758242,,0.942866689,0.938492063,0.938492063,0.994378307,0.103677152,0.060553045,0.038781163
sklearn,breast_cancer,19,distance,euclidean,0.009228468,0.056095839,0.000998497,0.01015687,0,0.956980135,,0.950619195,,0.950619195,,0.991537668,,0.163979671,,0.062684102,,0.037431576,,0.980955563,0.976190476,0.976190476,0.991402116,0.109121471,0.061873721,0.059668255
sklearn,breast_cancer,19,distance,manhattan,0.009228468,0.072644234,0,0.015684843,0,0.954519792,,0.947678019,,0.947678019,,0.990660475,,0.164729239,,0.063898891,,0.035565789,,0.952638139,0.950396825,0.950396825,0.994708995,0.101575157,0.059187358,0.022448762
sklearn,breast_cancer,21,uniform,euclidean,0.009228468,0.071190357,0.000999689,0.015125275,0,0.956980135,,0.950619195,,0.950619195,,0.99122807,,0.169800013,,0.066083576,,0.047305076,,0.961486486,0.952380952,0.952380952,0.992559524,0.110057264,0.061900784,0.043441938
sklearn,breast_cancer,21,uniform,manhattan,0.009228468,0.039597511,0,0.008548021,0,0.944540148,,0.934726522,,0.934726522,,0.989576883,,0.17170746,,0.069153522,,0.034327577,,0.942866689,0.938492063,0.938492063,0.995039683,0.101211514,0.058121494,0.043859649
sklearn,breast_cancer,21,distance,euclidean,0.009228468,0.054691792,0,0.010509014,0,0.956980135,,0.950619195,,0.950619195,,0.991640867,,0.16598666,,0.063540126,,0.044718466,,0.961486486,0.952380952,0.952380952,0.99239418,0.108176676,0.060584411,0.040838838
sklearn,breast_cancer,21,distance,manhattan,0.009228468,0.064921379,0.000993729,0.012528896,0,0.949498912,,0.940608875,,0.940608875,,0.990299278,,0.167334055,,0.065954422,,0.031126756,,0.952638139,0.950396825,0.950396825,0.995701058,0.099350939,0.057004068,0.033995498
sklearn,agaricus-lepiota.data,3,uniform,euclidean,0.062534094,0.399661303,0.000998259,0.097631693,0,0.999229656,,0.999202552,,0.999202552,,1,,0.001157031,,0.000854727,,0.000461578,,1,1,1,1,-1.00E-12,0,0
sklearn,agaricus-lepiota.data,3,uniform,manhattan,0.062534094,0.8019557,0.000962496,0.205664873,0,0.999383704,,0.999362041,,0.999362041,,1,,0.000676069,,0.000547009,,0.000410256,,1,1,1,1,-1.00E-12,0,0
sklearn,agaricus-lepiota.data,3,distance,euclidean,0.062534094,0.184831381,0,0.050162315,0,0.999845952,,0.99984051,,0.99984051,,1,,0.000724023,,0.000445444,,0.000562614,,1,1,1,1,-1.00E-12,0,0
sklearn,agaricus-lepiota.data,3,distance,manhattan,0.062534094,0.616473913,0.000973225,0.177578211,0,1,,1,,1,,1,,0.000175206,,0.0000811,,0.000149781,,1,1,1,1,-1.00E-12,0,0
sklearn,agaricus-lepiota.data,5,uniform,euclidean,0.062534094,0.431183338,0.001003027,0.11699152,0,0.999383704,,0.999362041,,0.999362041,,1,,0.001648128,,0.001107711,,0.000800047,,1,1,1,1,0.000451673,0.000246154,0.000369231
sklearn,agaricus-lepiota.data,5,uniform,manhattan,0.062534094,0.841456652,0.000900984,0.197551727,0,0.999383704,,0.999362041,,0.999362041,,1,,0.000948796,,0.000676923,,0.000461538,,1,1,1,1,-1.00E-12,0,0
sklearn,agaricus-lepiota.data,5,distance,euclidean,0.062534094,0.182183743,0.001000404,0.046077251,0,0.999537805,,0.999521531,,0.999521531,,1,,0.001018145,,0.00062308,,0.00055029,,1,1,1,1,0.000332508,0.000151443,0.00028504
sklearn,agaricus-lepiota.data,5,distance,manhattan,0.062534094,0.631710291,0.001016378,0.184683561,0,1,,1,,1,,1,,0.000297942,,0.000143654,,0.000251579,,1,1,1,1,-1.00E-12,0,0
sklearn,agaricus-lepiota.data,7,uniform,euclidean,0.062534094,0.433349848,0.000994682,0.107490063,0,0.999229584,,0.999202552,,0.999202552,,1,,0.002581917,,0.001664123,,0.001340778,,1,1,1,1,0.001112825,0.000477237,0.000967033
sklearn,agaricus-lepiota.data,7,uniform,manhattan,0.062534094,0.785852194,0.001000881,0.209863901,0,0.999383704,,0.999362041,,0.999362041,,1,,0.001363574,,0.000923082,,0.000593424,,1,1,1,1,0.000716041,0.000326531,0.000615385
sklearn,agaricus-lepiota.data,7,distance,euclidean,0.062534094,0.19327879,0.001008034,0.053414822,0,0.999537805,,0.999521531,,0.999521531,,1,,0.00162626,,0.00097514,,0.001065572,,1,1,1,1,0.000608537,0.000167006,0.00056104
sklearn,agaricus-lepiota.data,7,distance,manhattan,0.062534094,0.628111124,0.001001358,0.197011948,0,1,,1,,1,,1,,0.000484123,,0.000247826,,0.000396653,,1,1,1,1,0.000176874,0.0000253,0.000170193
sklearn,agaricus-lepiota.data,9,uniform,euclidean,0.062534094,0.465574741,0.00088048,0.126174688,0,0.998767219,,0.998723828,,0.998723828,,1,,0.003331837,,0.002047574,,0.001658291,,1,1,1,1,0.001729142,0.001033238,0.001367521
sklearn,agaricus-lepiota.data,9,uniform,manhattan,0.062534094,0.775760412,0.00108695,0.198352098,0,0.999229639,,0.999202297,,0.999202297,,1,,0.001560846,,0.001037049,,0.000700881,,1,1,1,1,0.001457245,0.000835708,0.001162393
sklearn,agaricus-lepiota.data,9,distance,euclidean,0.062534094,0.200081825,0.001504898,0.052110434,0,0.999229584,,0.999202552,,0.999202552,,1,,0.002151855,,0.001209712,,0.001435697,,1,1,1,1,0.000929628,0.000357215,0.000823288
sklearn,agaricus-lepiota.data,9,distance,manhattan,0.062534094,0.650690079,0.000999928,0.184570789,0,0.999691888,,0.999681021,,0.999681021,,1,,0.000583286,,0.000329411,,0.00030382,,1,1,1,1,0.00031848,0.0000568,0.000303248
sklearn,agaricus-lepiota.data,11,uniform,euclidean,0.062534094,0.47552371,0,0.112668037,0,0.998613038,,0.998564339,,0.998564339,,0.999999763,,0.004526859,,0.002728707,,0.002363927,,0.998151155,0.998084291,0.998084291,1,0.002784325,0.00172918,0.001566434
sklearn,agaricus-lepiota.data,11,uniform,manhattan,0.062534094,0.732043266,0.001502752,0.208739519,0,0.999229639,,0.999202297,,0.999202297,,1,,0.001832692,,0.001129074,,0.000867187,,0.999383775,0.99936143,0.99936143,1,0.001718992,0.001017165,0.000671329
sklearn,agaricus-lepiota.data,11,distance,euclidean,0.062534094,0.215244293,0.001003265,0.050542593,0,0.999229584,,0.999202552,,0.999202552,,1,,0.002958169,,0.001614831,,0.001850015,,1,1,1,1,0.001479992,0.000659769,0.00127402
sklearn,agaricus-lepiota.data,11,distance,manhattan,0.062534094,0.670233011,0.000999928,0.181986332,0,0.999537805,,0.999521531,,0.999521531,,1,,0.000736412,,0.000386911,,0.000589616,,1,1,1,1,0.000415069,0.0000947,0.000389043
sklearn,agaricus-lepiota.data,13,uniform,euclidean,0.062534094,0.430016994,0.001614332,0.126900434,0,0.998458991,,0.998404849,,0.998404849,,0.999996208,,0.005766322,,0.003468638,,0.002805189,,0.998151155,0.998084291,0.998084291,1,0.00380571,0.002294037,0.002414201
sklearn,agaricus-lepiota.data,13,uniform,manhattan,0.062534094,0.790942669,0,0.217242002,0,0.999229639,,0.999202297,,0.999202297,,1,,0.002001631,,0.001187099,,0.001159836,,0.998151155,0.998084291,0.998084291,1,0.002206516,0.001361857,0.001656805
sklearn,agaricus-lepiota.data,13,distance,euclidean,0.062534094,0.208458662,0.002006769,0.05471158,0,0.999075444,,0.999043062,,0.999043062,,1,,0.003736736,,0.002042793,,0.002205125,,1,1,1,1,0.00199194,0.000881245,0.001709689
sklearn,agaricus-lepiota.data,13,distance,manhattan,0.062534094,0.65092206,0.000998735,0.192193985,0,0.999537805,,0.999521531,,0.999521531,,1,,0.000834867,,0.000430509,,0.000536275,,1,1,1,1,0.000563526,0.000139678,0.000524346
sklearn,agaricus-lepiota.data,15,uniform,euclidean,0.062534094,0.46267271,0.001000404,0.119719982,0,0.998304816,,0.998245104,,0.998245104,,0.999993127,,0.006931609,,0.004241099,,0.003867156,,0.997534756,0.997445722,0.997445722,1,0.005211484,0.0032,0.001846154
sklearn,agaricus-lepiota.data,15,uniform,manhattan,0.062534094,0.770482063,0.001506567,0.206024885,0.0546875,0.999229639,,0.999202297,,0.999202297,,0.999999763,,0.002100378,,0.001217131,,0.001107779,,0.998151155,0.998084291,0.998084291,1,0.002565374,0.001608205,0.001887179
sklearn,agaricus-lepiota.data,15,distance,euclidean,0.062534094,0.221045971,0.000999928,0.058988094,0,0.998921396,,0.998883573,,0.998883573,,1,,0.004456016,,0.002447751,,0.00259833,,1,1,1,1,0.002736808,0.001251739,0.002327297
sklearn,agaricus-lepiota.data,15,distance,manhattan,0.062534094,0.662736177,0.00103879,0.189672947,0,0.999691888,,0.999681021,,0.999681021,,1,,0.000953488,,0.00046884,,0.000606487,,1,1,1,1,0.000679889,0.000191195,0.00062513
sklearn,agaricus-lepiota.data,17,uniform,euclidean,0.062534094,0.458769083,0.000991821,0.119735956,0,0.997534142,,0.997447656,,0.997447656,,0.999990045,,0.008151178,,0.005136609,,0.004073032,,0.997534756,0.997445722,0.997445722,0.999990899,0.006560484,0.004126697,0.001773756
sklearn,agaricus-lepiota.data,17,uniform,manhattan,0.062534094,0.781734467,0,0.212533951,0,0.999229639,,0.999202297,,0.999202297,,0.999999289,,0.002216763,,0.001238267,,0.001276137,,0.998151155,0.998084291,0.998084291,1,0.002985073,0.00189087,0.001303167
sklearn,agaricus-lepiota.data,17,distance,euclidean,0.062534094,0.232533455,0.001002073,0.060821772,0,0.998767221,,0.998723828,,0.998723828,,1,,0.005245356,,0.002932959,,0.003209838,,1,1,1,1,0.003394699,0.001645255,0.002840337
sklearn,agaricus-lepiota.data,17,distance,manhattan,0.062534094,0.661426306,0.000607014,0.188707113,0,0.999691888,,0.999681021,,0.999681021,,1,,0.001077501,,0.000481893,,0.000747104,,1,1,1,1,0.000857921,0.00027412,0.000777651
sklearn,agaricus-lepiota.data,19,uniform,euclidean,0.062534094,0.480287313,0.001992226,0.108432293,0,0.996301347,,0.996193253,,0.996193253,,0.999985068,,0.009260175,,0.005891192,,0.003911449,,0.997534756,0.997445722,0.997445722,0.999972698,0.007958542,0.005131046,0.003465587
sklearn,agaricus-lepiota.data,19,uniform,manhattan,0.062534094,0.803315401,0.000998974,0.20362854,0,0.999229639,,0.999202297,,0.999202297,,0.999998578,,0.002562242,,0.001397023,,0.00135237,,0.998151155,0.998084291,0.998084291,0.999998483,0.003138126,0.002014916,0.000939271
sklearn,agaricus-lepiota.data,19,distance,euclidean,0.062534094,0.216573954,0.001002073,0.059799433,0,0.998613156,,0.998564084,,0.998564084,,0.999998578,,0.006004956,,0.003372858,,0.003596434,,0.999383775,0.99936143,0.99936143,1,0.004113186,0.00208136,0.002748299
sklearn,agaricus-lepiota.data,19,distance,manhattan,0.062534094,0.662918806,0.000996113,0.187079191,0,0.999691888,,0.999681021,,0.999681021,,1,,0.001259074,,0.000555444,,0.0008858,,1,1,1,1,0.000932469,0.000311926,0.000839913
