implementation,dataset,n_neighbours,weights,distance_metric,dataset_load_time_sec,cv_time_sec,fit_time_sec,test_time_sec,fit_ram_mb,cv_macro_f1_mean,cv_macro_f1_std,cv_macro_recall_mean,cv_macro_recall_std,cv_macro_sensitivity_mean,cv_macro_sensitivity_std,cv_macro_roc_auc_mean,cv_macro_roc_auc_std,cv_cross_entropy_mean,cv_cross_entropy_std,cv_brier_mean,cv_brier_std,cv_ece_mean,cv_ece_std,test_macro_f1,test_macro_recall,test_macro_sensitivity,test_macro_roc_auc,test_cross_entropy,test_brier,test_ece
sklearn,zoo.csv,15,uniform,manhattan,0.002992391586303711,0.0297698974609375,0.0,0.009991168975830078,0.0,0.6347374847368592,0.1435770034963354,0.7142857142853186,0.10323563518412915,0.7142857142853186,0.10323563518412915,0.9505494505494506,0.0,0.5732627800832578,0.07669802184912823,0.27542857142857147,0.04043881249566389,0.19619047619047617,0.03207134902949092,0.6653061224484628,0.7142857142855247,0.7142857142855247,0.9854966507675867,0.3986936647000165,0.20157706093189964,0.16344086021505377
sklearn,zoo.csv,15,distance,euclidean,0.002992391586303711,0.06205391883850098,0.0,0.010022878646850586,0.0,0.7293262293254635,0.05856347342284234,0.7761904761900329,0.04844521416514005,0.7761904761900329,0.04844521416514005,0.989010989010989,0.0,0.3034411796368441,0.04656033142949435,0.14217694117176885,0.02152561594973723,0.10606829163584428,0.010021704609779313,0.9365079365070569,0.9285714285710603,0.9285714285710603,1.0,0.27250415417779084,0.13496051886661686,0.1609473214580639
sklearn,zoo.csv,15,distance,manhattan,0.002992391586303711,0.0580294132232666,0.0,0.011013984680175781,0.0,0.8571428571419206,0.13384256497654243,0.8761904761899496,0.11004019055507422,0.8761904761899496,0.11004019055507422,0.989010989010989,0.0,0.23421252263605163,0.043447180306488545,0.10826056654069856,0.021639459256715992,0.09827477721207831,0.02605564727269153,0.9365079365070569,0.9285714285710603,0.9285714285710603,1.0,0.20986313397752154,0.10102240729380237,0.08818928578153559
sklearn,zoo.csv,17,uniform,euclidean,0.002992391586303711,0.04877734184265137,0.0,0.014365434646606445,0.0,0.5864322978602672,0.13253758371633223,0.6309523809520602,0.11418646484067788,0.6309523809520602,0.11418646484067788,0.9445970695970696,0.0,0.6732276044263695,0.07101972502534272,0.3171527434503213,0.03974689065990337,0.2210084033613445,0.03707015966405509,0.667015524157861,0.7142857142855247,0.7142857142855247,0.9846521750462637,0.4663964354529041,0.22480187520928677,0.19924098671726756
sklearn,zoo.csv,17,uniform,manhattan,0.002992391586303711,0.03585529327392578,0.0,0.011486291885375977,0.0,0.6215288679568138,0.11146339127069106,0.6785714285710674,0.11167656570997918,0.6785714285710674,0.11167656570997918,0.9331501831501833,0.0,0.6436395179737449,0.07535996553070046,0.30746416213544236,0.04264884747429164,0.22857142857142856,0.018140363987330176,0.6653061224484628,0.7142857142855247,0.7142857142855247,0.9811217973779549,0.4663964354529041,0.22569483201250143,0.18216318785578747
sklearn,zoo.csv,17,distance,euclidean,0.002992391586303711,0.07849526405334473,0.0,0.022196292877197266,0.0,0.7314907314899592,0.055444527666670684,0.7761904761900329,0.04844521416514005,0.7761904761900329,0.04844521416514005,0.989010989010989,0.0,0.33345472513781715,0.049310598721936626,0.15329666480548157,0.022760951479424713,0.09257256555030548,0.030904119921897146,0.9365079365070569,0.9285714285710603,0.9285714285710603,1.0,0.30096276837972874,0.14448127954656975,0.14182644844719922
sklearn,zoo.csv,17,distance,manhattan,0.002992391586303711,0.07953119277954102,0.0,0.01463460922241211,0.0,0.8349206349197225,0.14473196571479147,0.8595238095232911,0.12103109549646743,0.8595238095232911,0.12103109549646743,0.989010989010989,0.0,0.2549328640086671,0.04531441902315606,0.11622809865417265,0.023138164831185394,0.08778533042522343,0.044494817890576015,0.9365079365070569,0.9285714285710603,0.9285714285710603,1.0,0.23290571402084848,0.10800647466819761,0.10957911026741628
sklearn,zoo.csv,19,uniform,euclidean,0.002992391586303711,0.05943608283996582,0.0010237693786621094,0.01103973388671875,0.0,0.5395058909339208,0.08176198235311934,0.5785714285711674,0.06966066113480979,0.5785714285711674,0.06966066113480979,0.9420787545787547,0.0,0.7466725472075978,0.06978110136274944,0.34744756628413137,0.036484149019758175,0.21203007518796996,0.03177525805882021,0.6727135298558636,0.7142857142855247,0.7142857142855247,0.9786587431907628,0.532723166202858,0.2530604950406577,0.23259762308998297
sklearn,zoo.csv,19,uniform,manhattan,0.002992391586303711,0.03919529914855957,0.0010013580322265625,0.008237600326538086,0.0,0.5620844235124411,0.05573018039001492,0.6119047619044674,0.0637099436202125,0.6119047619044674,0.0637099436202125,0.9221611721611722,0.0,0.7176658063775214,0.07130685216342443,0.33874159081915317,0.04207892276473685,0.20150375939849624,0.05738965304439513,0.6653061224484628,0.7142857142855247,0.7142857142855247,0.9749641619099746,0.5255902208501767,0.2503797694575999,0.2071307300509338
sklearn,zoo.csv,19,distance,euclidean,0.002992391586303711,0.07111024856567383,0.002515077590942383,0.018113374710083008,0.0,0.6981573981566743,0.06555204195510467,0.7428571428567329,0.05460640448176035,0.7428571428567329,0.05460640448176035,0.989010989010989,0.0,0.3636174852280917,0.05226417284734555,0.16484820525943425,0.022700758061068544,0.09851572381276055,0.020434033566270885,0.7732426303848363,0.7857142857140605,0.7857142857140605,1.0,0.3322340410453871,0.15645676766760647,0.12208172853152345
sklearn,zoo.csv,19,distance,manhattan,0.002992391586303711,0.09181070327758789,0.0,0.014545440673828125,0.0,0.8349206349197225,0.14473196571479147,0.8595238095232911,0.12103109549646743,0.8595238095232911,0.12103109549646743,0.989010989010989,0.0,0.27593917758463904,0.04716858320574822,0.12294690237785015,0.022078008718629614,0.10807065916676492,0.04287519596638281,0.8285714285706833,0.8571428571425247,0.8571428571425247,1.0,0.2524165897983272,0.11544029811284788,0.08097372854159929
sklearn,zoo.csv,21,uniform,euclidean,0.002992391586303711,0.06880497932434082,0.0009980201721191406,0.011678934097290039,0.0,0.4560870875152225,0.02308062040682625,0.49999999999980904,3.3509392767305726e-14,0.49999999999980904,3.3509392767305726e-14,0.9361263736263737,0.0,0.7931421599402715,0.06635501444285043,0.37019760285066405,0.03510364074485198,0.23061224489795915,0.03356162281236463,0.6328042328037186,0.666666666666493,0.666666666666493,0.9701201553418303,0.5878590958780092,0.27576622046668126,0.19201228878648235
sklearn,zoo.csv,21,uniform,manhattan,0.002992391586303711,0.04123568534851074,0.0,0.009109020233154297,0.0,0.4039843489840006,0.04960412170913479,0.4857142857141019,0.02857142857144619,0.4857142857141019,0.02857142857144619,0.9221611721611722,0.0,0.7842547188696756,0.07200554870880324,0.36605118237771295,0.03902195723996956,0.23401360544217686,0.0184302274614205,0.6753246753241507,0.7142857142855247,0.7142857142855247,0.9602679385930618,0.5828864933029444,0.2745958598493161,0.21812596006144397
sklearn,zoo.csv,21,distance,euclidean,0.002992391586303711,0.0807044506072998,0.0,0.015017271041870117,0.0,0.7585081585073287,0.0547429028066649,0.7761904761900329,0.04844521416514005,0.7761904761900329,0.04844521416514005,0.989010989010989,0.0,0.3799604788542562,0.0482084553475357,0.17258019692896776,0.02390728428938492,0.10537603329200765,0.0321045345770424,0.6727135298558636,0.7142857142855247,0.7142857142855247,1.0,0.3588890031552549,0.16704622376511064,0.13049947550854174
sklearn,zoo.csv,21,distance,manhattan,0.002992391586303711,0.07427501678466797,0.0010004043579101562,0.014191865921020508,0.0,0.8349206349197225,0.14473196571479147,0.8595238095232911,0.12103109549646743,0.8595238095232911,0.12103109549646743,0.989010989010989,0.0,0.2945206103275285,0.04854282789650121,0.1301662383665039,0.021840497953963357,0.12644247735163888,0.025684653929494244,0.8285714285706833,0.8571428571425247,0.8571428571425247,1.0,0.27114453605559197,0.12236143360897812,0.11066046107960205
