dataset,n_neighbours,weights,distance_metric,dataset_load_time_s,cv_time_s,fit_time_s,test_time_s,fit_ram_mb,cv_macro_f1,cv_macro_recall,cv_macro_sensitivity,cv_macro_roc_auc,cv_cross_entropy,cv_brier,cv_ece,test_macro_f1,test_macro_recall,test_macro_sensitivity,test_macro_roc_auc,test_cross_entropy,test_brier,test_ece
breast_cancer,3,uniform,euclidean,0.03912609998951666,0.07683150001685135,0.00022689998149871826,0.011601800011703745,0.00390625,0.9617656461152588,0.9576140951769595,0.9576140951769595,0.9768035257212702,0.4753396524582244,0.06398046398046399,0.02564102564102565,0.9809555629797688,0.976190476190458,0.976190476190458,0.9834656084656085,0.3089217117035464,0.05653021442495128,0.049707602339181256
breast_cancer,3,uniform,manhattan,0.03912609998951666,0.04609519999939948,0.0001993000041693449,0.00996520000626333,0.0,0.9667139525791792,0.9656931499530227,0.9656931499530227,0.9811019727778456,0.4006128836450479,0.05128205128205128,0.019780219780219783,0.9619111259600566,0.957341269841252,0.957341269841252,0.9713955026455026,0.5360390594916342,0.0682261208576998,0.03216374269005847
breast_cancer,3,distance,euclidean,0.03912609998951666,0.04871050000656396,0.00020829998538829386,0.010758400021586567,0.0,0.9617656461152588,0.9576140951769595,0.9576140951769595,0.977091051647826,0.4754108012775502,0.06406488028155685,0.02800775078597199,0.9809555629797688,0.976190476190458,0.976190476190458,0.9831349206349207,0.31002554950680705,0.05763472104961131,0.050120935812067044
breast_cancer,3,distance,manhattan,0.03912609998951666,0.04707390000112355,0.00019270001212134957,0.01093140000011772,0.0,0.9667139525791792,0.9656931499530227,0.9656931499530227,0.9814073194383128,0.40084679813369367,0.05150775786064528,0.020495705516356478,0.9619111259600566,0.957341269841252,0.957341269841252,0.9715608465608465,0.5368258492110308,0.06894761918258278,0.03268557232068971
breast_cancer,5,uniform,euclidean,0.03912609998951666,0.05662200000369921,0.0002027000009547919,0.010419199999887496,0.0,0.9596390496068349,0.9557947791073952,0.9557947791073952,0.9783962025214918,0.42843595121876515,0.06575824175824177,0.033406593406593396,0.9526381387614264,0.9503968253968076,0.9503968253968076,0.9788359788359788,0.3335060496024073,0.07508771929824562,0.029824561403508802
breast_cancer,5,uniform,manhattan,0.03912609998951666,0.05642059998353943,0.00020450001466087997,0.010087999980896711,0.0,0.9643722049766282,0.9624205453646286,0.9624205453646286,0.9796680224066374,0.4146774610191244,0.05661538461538462,0.031648351648351655,0.9619111259600566,0.957341269841252,0.957341269841252,0.980489417989418,0.31166754435950855,0.06175438596491229,0.017543859649122806
breast_cancer,5,distance,euclidean,0.03912609998951666,0.04982149999705143,0.0002243999915663153,0.011000099999364465,0.0078125,0.9596390496068349,0.9557947791073952,0.9557947791073952,0.9790049762602113,0.42748324932053744,0.06509935195764482,0.043279862423906065,0.9526381387614264,0.9503968253968076,0.9503968253968076,0.9794973544973546,0.33179886428307453,0.07375596137275704,0.041590570211035016
breast_cancer,5,distance,manhattan,0.03912609998951666,0.049216699990211055,0.00020689997472800314,0.010517600021557882,0.0,0.9643722049766282,0.9624205453646286,0.9624205453646286,0.9803783909338042,0.4131072652015533,0.05543139987864384,0.038414124483496716,0.9619111259600566,0.957341269841252,0.957341269841252,0.9806547619047619,0.31172742588583097,0.06176857179732656,0.018891621319250335
breast_cancer,7,uniform,euclidean,0.03912609998951666,0.04681089997757226,0.00019340001745149493,0.010311799996998161,0.0,0.9625249849142037,0.9585954866545648,0.9585954866545648,0.9830530981671558,0.31938941843881813,0.06216640502354789,0.04113029827315541,0.9712773998483103,0.9642857142856963,0.9642857142856963,0.9884259259259259,0.10741741180978999,0.06373075546007877,0.0350877192982456
breast_cancer,7,uniform,manhattan,0.03912609998951666,0.04652400000486523,0.0001823000202421099,0.010724500025389716,0.0,0.9669764224290518,0.9639830453646286,0.9639830453646286,0.9845468012958808,0.30981725559285767,0.05678403229423638,0.03610675039246465,0.9712773998483103,0.9642857142856963,0.9642857142856963,0.9821428571428572,0.311529522412418,0.056569996419620475,0.04260651629072677
