dataset,n_neighbours,weights,distance_metric,dataset_load_time_s,cv_time_s,fit_time_s,test_time_s,fit_ram_mb,cv_macro_f1,cv_macro_recall,cv_macro_sensitivity,cv_macro_roc_auc,cv_cross_entropy,cv_brier,cv_ece,test_macro_f1,test_macro_recall,test_macro_sensitivity,test_macro_roc_auc,test_cross_entropy,test_brier,test_ece
breast_cancer,3,uniform,euclidean,0.00926290001370944,0.04163440002594143,0.0002120999852195382,0.014504699996905401,0.01171875,0.9627551769774099,0.958127604906671,0.958127604906671,0.9714222215158724,0.5983418846814729,0.06853727144866387,0.03261603375527426,0.948648648648138,0.9374999999999886,0.9374999999999886,0.9845940420560748,0.2373821844550933,0.0649772579597141,0.007797270955165702
breast_cancer,3,uniform,manhattan,0.00926290001370944,0.04081229999428615,0.00020779998158104718,0.014242000004742295,0.0,0.9579045951243067,0.955005269015793,0.955005269015793,0.9736412538184869,0.5938504129642852,0.0679254571026723,0.033428270042194105,0.9558709677414237,0.951591705607465,0.951591705607465,0.9794830607476636,0.3837466957445066,0.0649772579597141,0.015594541910331397
breast_cancer,3,distance,euclidean,0.00926290001370944,0.041412899998249486,0.0001891000138130039,0.015183799987426028,0.0,0.9627551769774099,0.958127604906671,0.958127604906671,0.9714232822606453,0.598780353600485,0.06896913940147496,0.03430866377807112,0.948648648648138,0.9374999999999886,0.9374999999999886,0.9871495327102804,0.23480914400757386,0.06255010792605517,0.020122127017788056
breast_cancer,3,distance,manhattan,0.00926290001370944,0.0420289000030607,0.00020169999334029853,0.015153100015595555,0.0,0.9579045951243067,0.955005269015793,0.955005269015793,0.973527077713262,0.5929810904021291,0.06718187996335,0.03638562310937943,0.9558709677414237,0.951591705607465,0.951591705607465,0.9802862149532711,0.3828092927861126,0.06416610640185692,0.015868210672293128
breast_cancer,5,uniform,euclidean,0.00926290001370944,0.0410754999902565,0.0002083999861497432,0.018577400012873113,0.0,0.9521903964224409,0.946951075116011,0.946951075116011,0.9768192925669418,0.4802671277265039,0.07098481012658228,0.03313291139240503,0.95523727609238,0.9453124999999885,0.9453124999999885,0.9826956775700935,0.2519780842755948,0.0697076023391813,0.01988304093567248
breast_cancer,5,uniform,manhattan,0.00926290001370944,0.04312459999346174,0.00019180000526830554,0.015042499988339841,0.0,0.9602757716618665,0.9561375153926045,0.9561375153926045,0.9811940370071479,0.4048702515789756,0.06115949367088608,0.03160759493670885,0.9493933116301483,0.943779205607465,0.943779205607465,0.9848130841121495,0.24315492436519043,0.0664327485380117,0.009356725146198848
breast_cancer,5,distance,euclidean,0.00926290001370944,0.042694800009485334,0.0001933000166900456,0.01552270000684075,0.0,0.9521903964224409,0.946951075116011,0.946951075116011,0.9765582254814508,0.4799784208435436,0.07076824568749952,0.04164661231037286,0.95523727609238,0.9453124999999885,0.9453124999999885,0.985616238317757,0.2488152099466737,0.06753272656529966,0.03677843343897959
breast_cancer,5,distance,manhattan,0.00926290001370944,0.049443399999290705,0.00021440000273287296,0.01516430001356639,0.0,0.9602757716618665,0.9561375153926045,0.9561375153926045,0.9813778843232482,0.4041154081579384,0.06072571648716206,0.03687208833520576,0.9493933116301483,0.943779205607465,0.943779205607465,0.9865654205607477,0.23987789594624864,0.06376809973098194,0.02753331115649122
breast_cancer,7,uniform,euclidean,0.00926290001370944,0.04040810000151396,0.00019099999917671084,0.014334000006783754,0.0,0.9575972143726389,0.9530125153926047,0.9530125153926047,0.9847626071271478,0.2888737391243823,0.06332988891759236,0.03188969258589511,0.9617734724286987,0.9531249999999882,0.9531249999999882,0.993063668224299,0.09729030121579385,0.05919560806778852,0.020050125313283193
breast_cancer,7,uniform,manhattan,0.00926290001370944,0.03947690001223236,0.0001917000045068562,0.014299600006779656,0.0,0.9604185862647215,0.9567162190963081,0.9567162190963081,0.9869158606724373,0.28052116881864636,0.05830534745543788,0.04154611211573235,0.95523727609238,0.9453124999999885,0.9453124999999885,0.9856162383177569,0.24301568434823967,0.06253729562000238,0.030075187969924803
breast_cancer,7,distance,euclidean,0.00926290001370944,0.04291479999665171,0.00018400000408291817,0.01569909998215735,0.0,0.9575972143726389,0.9530125153926047,0.9530125153926047,0.984893981008222,0.2884650296789868,0.06318203866132441,0.030940576020877093,0.9617734724286987,0.9531249999999882,0.9531249999999882,0.9932827102803738,0.09563998830157183,0.0580493680870817,0.018492239347200585
breast_cancer,7,distance,manhattan,0.00926290001370944,0.042365900008007884,0.0001880000054370612,0.015442400006577373,0.0,0.9604185862647215,0.9567162190963081,0.9567162190963081,0.9870574390429159,0.2791571971364042,0.05748949101544948,0.04192081429103115,0.95523727609238,0.9453124999999885,0.9453124999999885,0.9870035046728972,0.23990332213729323,0.06027123333565646,0.024938680976891288
breast_cancer,9,uniform,euclidean,0.00926290001370944,0.04079450000426732,0.00018889998318627477,0.014453800016781315,0.0,0.9629127848619436,0.9588901321397865,0.9588901321397865,0.9849223291739222,0.293628153139166,0.06393264572589467,0.04709212376933895,0.9617734724286987,0.9531249999999882,0.9531249999999882,0.9929906542056075,0.10270010248909114,0.0622337737347484,0.025341130604288508
breast_cancer,9,uniform,manhattan,0.00926290001370944,0.040344999986700714,0.00019459999748505652,0.0150265000120271,0.0,0.9604185862647215,0.9567162190963081,0.9567162190963081,0.9859539452055104,0.28246352509509787,0.05828410689170184,0.042911392405063295,0.9617734724286987,0.9531249999999882,0.9531249999999882,0.9924795560747663,0.10178162332584038,0.06237816764132554,0.019493177387914253
breast_cancer,9,distance,euclidean,0.00926290001370944,0.04419299997971393,0.00019180000526830554,0.015966600010870025,0.0,0.9629127848619436,0.9588901321397865,0.9588901321397865,0.9847267970266275,0.29215110671426314,0.06314555201657338,0.04393556902777673,0.9617734724286987,0.9531249999999882,0.9531249999999882,0.9945969626168224,0.0997411308104025,0.060188441341016044,0.028276690899146337
breast_cancer,9,distance,manhattan,0.00926290001370944,0.04329289999441244,0.0001880000054370612,0.01566520001506433,0.0,0.9604185862647215,0.9567162190963081,0.9567162190963081,0.9864773292816201,0.28065105196343676,0.05704229631622922,0.04183525261648589,0.9617734724286987,0.9531249999999882,0.9531249999999882,0.9934287383177569,0.09878274759163141,0.06026253562594274,0.017961238952226795
breast_cancer,11,uniform,euclidean,0.00926290001370944,0.04028610000386834,0.0001737999846227467,0.014597200002754107,0.0,0.9629127848619436,0.9588901321397865,0.9588901321397865,0.9845312648793328,0.2957655360762749,0.06336070718694423,0.042666858457997725,0.9617734724286987,0.9531249999999882,0.9531249999999882,0.9958382009345794,0.10099781183213478,0.06002609830361026,0.03136629452418924
breast_cancer,11,uniform,manhattan,0.00926290001370944,0.03967599998577498,0.00018409997574053705,0.014231600012863055,0.0,0.9601988040562504,0.9557651321397864,0.9557651321397864,0.9859460733298869,0.2850680652032698,0.058781776336436865,0.0431041426927503,0.9620449837224831,0.9562646028037265,0.9562646028037265,0.9926985981308412,0.10448837157760747,0.06456913633947126,0.023391812865496967
